"","CIlo","Probability","CIhi","Sp","Species","Age","Type"
"273",0.389239034079492,0.87576428443737,1,"3","ringed",32,"Hazard"
"274",0.423159164075185,0.953382603110904,1,"3","ringed",33,"Hazard"
"275",0.458970895435461,NA,1,"3","ringed",34,"Hazard"
"276",0.496720174485309,NA,1,"3","ringed",35,"Hazard"
"277",0.53645276697048,NA,1,"3","ringed",36,"Hazard"
"278",0.578214260616031,NA,1,"3","ringed",37,"Hazard"
"279",0.622050067929499,NA,1,"3","ringed",38,"Hazard"
"280",0.668005429172353,NA,1,"3","ringed",39,"Hazard"
"281",0.108629302634851,0.215454426227861,0.375460205241749,"4","spotted",0,"Hazard"
"282",0.0653965544799424,0.129967358334657,0.226696243957219,"4","spotted",1,"Hazard"
"283",0.0491852685368909,0.0979227604813994,0.170930423022558,"4","spotted",2,"Hazard"
"284",0.0410674760606441,0.0819138366930891,0.143034048054327,"4","spotted",3,"Hazard"
"285",0.0368908468647042,0.0734876974501855,0.128724020923874,"4","spotted",4,"Hazard"
"286",0.0352514520197308,0.0700354514076764,0.123174605826811,"4","spotted",5,"Hazard"
"287",0.0355824393754298,0.070440179424269,0.124453960288723,"4","spotted",6,"Hazard"
"288",0.0376553425754781,0.0743580963078455,0.131770559958651,"4","spotted",7,"Hazard"
"289",0.0413958234127199,0.08209116468982,0.144858853350533,"4","spotted",8,"Hazard"
"290",0.0468050846383451,0.093024244395757,0.16372356704814,"4","spotted",9,"Hazard"
"291",0.053928140652501,0.107219567488962,0.188519623455295,"4","spotted",10,"Hazard"
"292",0.0628227539383656,0.124786923825349,0.219490447688658,"4","spotted",11,"Hazard"
"293",0.0735798518913482,0.145865015846636,0.256933991726119,"4","spotted",12,"Hazard"
"294",0.0862961900024221,0.170610642076215,0.301182959210062,"4","spotted",13,"Hazard"
"295",0.101074078468642,0.199108716441241,0.352592766583043,"4","spotted",14,"Hazard"
"296",0.118020261208338,0.231460728525809,0.411533937223233,"4","spotted",15,"Hazard"
"297",0.137244473149831,0.267970612336449,0.478387145390086,"4","spotted",16,"Hazard"
"298",0.158802230680126,0.309805316123734,0.553539901895437,"4","spotted",17,"Hazard"
"299",0.182348234345854,0.355238851173296,0.637384288683288,"4","spotted",18,"Hazard"
"300",0.208380211287748,0.405532522798186,0.730315381627984,"4","spotted",19,"Hazard"
"301",0.236999391584744,0.460405724660337,0.832730135478856,"4","spotted",20,"Hazard"
"302",0.268307132848121,0.520310293382305,0.944825646297098,"4","spotted",21,"Hazard"
"303",0.302404761312521,0.585424832496242,1,"4","spotted",22,"Hazard"
"304",0.339393458002414,0.655927442092077,1,"4","spotted",23,"Hazard"
"305",0.379374177123252,0.732139243840861,1,"4","spotted",24,"Hazard"
"306",0.422447587754129,0.816696490066514,1,"4","spotted",25,"Hazard"
"307",0.468714032555105,0.907675298548783,1,"4","spotted",26,"Hazard"
"308",0.51827349900139,NA,1,"4","spotted",27,"Hazard"
"309",0.571225599902881,NA,1,"4","spotted",28,"Hazard"
"310",0.627669560842818,NA,1,"4","spotted",29,"Hazard"
"311",0.687704212791744,NA,1,"4","spotted",30,"Hazard"
"312",0.751427988600746,NA,1,"4","spotted",31,"Hazard"
"313",0.818938922403342,NA,1,"4","spotted",32,"Hazard"
"314",0.890334651194337,NA,1,"4","spotted",33,"Hazard"
"315",0.965712418030783,NA,1,"4","spotted",34,"Hazard"
"316",1,NA,1,"4","spotted",35,"Hazard"
"317",1,NA,1,"4","spotted",36,"Hazard"
"318",1,NA,1,"4","spotted",37,"Hazard"
"319",1,NA,1,"4","spotted",38,"Hazard"
"320",1,NA,1,"4","spotted",39,"Hazard"
